author,index,project,commit_fix,url_issue,repo_url,file,function,n_try_pass,n_generic_except,n_nested_try,n_bare_except,n_captures_misplaced_bare_raise,n_captures_broad_raise,n_bare_raise_finally,has_smell,exists_anti_pattern,anti_pattern_add,anti_pattern_added_name,anti_pattern_removed,anti_pattern_rem_name,fix_to_only_rem_anti_pattern,comments
2,41,ansible,5d92b00d9c74022fc6de0ecb64c68937e5cdd34b,https://github.com/ansible/ansible/issues/12933,https://github.com/ansible/ansible,3,30,3,0,1,0,0,0,0,4,Y,Y,Bare Raise Block,N,,N,
2,407,salt,46c9a9769fe0d404e130e6b3359fd11cc8ffe5cb,https://github.com/saltstack/salt/issues/13458,https://github.com/saltstack/salt,1,23,2,0,0,0,0,0,0,2,Y,Y,"Bare Raise Block, Swallowing Exceptions",Y,Bare Raise Block,N,
2,96,ansible,db2d5b09eff918e981c9e10787a5f2c500d1784f,https://github.com/ansible/ansible/issues/67887,https://github.com/ansible/ansible,1,9,0,1,0,0,0,0,0,1,N,N,,N,,,
2,2,ansible,019d078a5a457823e8d445d4e949b5ed041e2609,https://github.com/ansible/ansible/issues/55986,https://github.com/ansible/ansible,9,46,2,6,0,0,0,1,0,9,N,N,,N,,,
2,450,spyder,e06b9c225577f7fc5767874073427e9e684f35f7,https://github.com/spyder-ide/spyder/issues/1322,https://github.com/spyder-ide/spyder,1,2,1,0,0,0,0,0,0,1,N,N,,N,,,
2,82,ansible,c1589c33c4331ad5b0045a807a26747df7e56d07,https://github.com/ansible/ansible/issues/49272,https://github.com/ansible/ansible,2,16,4,4,1,0,0,0,0,9,N,N,,N,,,
2,308,pandas,627c59a1e44bdb10fd3701d4da2eb7c8eb60a46b,https://github.com/pandas-dev/pandas/issues/4940,https://github.com/pandas-dev/pandas,3,242,7,10,2,7,0,0,0,26,Y,Y,Bare Raise Block,N,,N,
2,43,ansible,61288b14fd0ba996b4d0f228d541fc21517772b0,https://github.com/ansible/ansible/issues/22112,https://github.com/ansible/ansible,17,3,1,0,0,0,0,0,0,1,Y,N,,Y,Bare Raise Block,N,
2,111,aws-cli,8cdad4210b9ca44eb216e6e8e4dafb3373400721,https://github.com/aws/aws-cli/issues/369,https://github.com/aws/aws-cli,3,37,2,10,0,0,0,0,0,12,Y,Y,"Bare Raise Block, Too Broad Except",N,,N,
2,408,salt,4706f32453720015d6e5781358dc7a19f7ee47b6,https://github.com/saltstack/salt/issues/6833,https://github.com/saltstack/salt,1,8,2,2,0,0,0,0,0,4,Y,Y,Bare Raise Block,N,,N,
2,76,ansible,b14c8b130fa16ce75704bf784bdf7264c43dbaaa,https://github.com/ansible/ansible/issues/34400,https://github.com/ansible/ansible,1,22,1,5,0,0,0,0,0,6,N,N,,N,,,
2,128,celery,f5c493dc71e7b75ef0a407927a7e0ce03c5d76fc,https://github.com/celery/celery/issues/5681,https://github.com/celery/celery,3,125,3,0,0,0,0,0,0,3,N,N,,N,,,
2,451,spyder,e1de0eee61c41b0774e4d977f4b1c75e9d2a5969,https://github.com/spyder-ide/spyder/issues/17579,https://github.com/spyder-ide/spyder,2,93,25,4,0,1,0,0,0,30,Y,Y,Swallowing Exceptions,Y,Swallowing Exceptions,N,
2,278,openbbterminal,41a764fd5fcd25b4ea48603365b567d12cbe0f1a,https://github.com/openbb-finance/openbbterminal/issues/3220,https://github.com/openbb-finance/openbbterminal,12,125,0,1,0,0,0,1,0,2,Y,Y,Too Broad Except,Y,Too Broad Except,N,
2,195,jina,52607ada81388cfe4f9d9b8dac9a4f1de0fe2c62,https://github.com/jina-ai/jina/issues/4391,https://github.com/jina-ai/jina,10,59,0,2,0,0,0,2,0,4,Y,Y,Bare Raise Block,Y,Bare Raise Block,N,
2,141,cython,f372c5ab67c73a4c28e68e2aa8bee16a2ec0e4e1,https://github.com/cython/cython/issues/4507,https://github.com/cython/cython,7,216,3,1,1,0,0,1,0,6,N,N,,N,,,
2,151,fairseq,f6677b675524d22a4df9f2304f63ee382594c9e3,https://github.com/pytorch/fairseq/issues/2761,https://github.com/pytorch/fairseq,2,40,1,0,0,0,0,0,0,1,N,N,,N,,,
2,311,pandas,856a88b5e2780632786dabe7d1184a5c72b40d45,https://github.com/pandas-dev/pandas/issues/3334,https://github.com/pandas-dev/pandas,2,36,4,0,0,0,0,0,0,4,Y,Y,Swallowing Exceptions,Y,Swallowing Exceptions,N,
2,284,openbbterminal,9c5ad13e2a6368c91bb4c00399442fec6d6cbf12,https://github.com/openbb-finance/openbbterminal/issues/2486,https://github.com/openbb-finance/openbbterminal,3,35,0,1,0,0,0,0,0,1,Y,Y,Too Broad Except,N,,N,
2,307,pandas,618ff03db3188c13aedc164f7068fdeb4c010da0,https://github.com/pandas-dev/pandas/issues/709,https://github.com/pandas-dev/pandas,2,104,5,6,0,0,0,0,0,11,N,N,,N,,,
2,125,celery,4cd1fe9bdfcd1ba0016be4e4d441afe10b0d6eb5,https://github.com/celery/celery/issues/8120,https://github.com/celery/celery,3,260,1,3,0,0,0,0,0,4,Y,Y,Too Broad Except,N,,N,
2,129,certbot,4fd04366aad02e2fa51057d4912346bde9e39d02,https://github.com/certbot/certbot/issues/7165,https://github.com/certbot/certbot,1,16,1,0,1,0,0,0,0,2,N,N,,N,,,
2,386,pytube,8ff1168c03da04dff67eda0bf6b7ea0a017a475a,https://github.com/pytube/pytube/issues/860,https://github.com/pytube/pytube,3,50,1,0,0,0,0,0,0,1,Y,Y,Swallowing Exceptions,N,,N,
2,291,openbbterminal,d1505359e595a50bf22c2c5601f261686117310f,https://github.com/openbb-finance/openbbterminal/issues/510,https://github.com/openbb-finance/openbbterminal,12,108,0,32,0,0,0,0,0,32,Y,Y,Too Broad Except,Y,Too Broad Except,N,
2,479,visdom,a0e9dc6c0191f0d81d3103ebc0b305b6aedd4497,https://github.com/fossasia/visdom/issues/304,https://github.com/fossasia/visdom,2,53,1,2,0,0,0,0,0,3,Y,Y,Swallowing Exceptions,N,,N,
2,104,ansible,f8f2738351cfe4e1285c3040b52b31f5373c6237,https://github.com/ansible/ansible/issues/57913,https://github.com/ansible/ansible,21,217,5,51,0,0,0,7,0,63,N,N,,N,,,
2,139,cython,c1a5d174fa4f8814105bbd50400f651d3d7a960f,https://github.com/cython/cython/issues/5458,https://github.com/cython/cython,1,36,0,0,0,0,0,1,0,1,N,N,,N,,,
2,440,spyder,4c272f34edfdaec13f7c4ff278ef569c37749eac,https://github.com/spyder-ide/spyder/issues/3,https://github.com/spyder-ide/spyder,2,87,8,0,0,4,0,0,0,12,Y,N,,Y,Swallowing Exceptions,Y,
2,38,ansible,54acdd7eadd974148e8bd3ddfb23fadea6a83ce6,https://github.com/ansible/ansible/issues/15340,https://github.com/ansible/ansible,2,26,5,0,0,4,0,0,0,9,N,N,,N,,,
2,298,pandas,1a62f1a3386a66504a82e586fbe83c06dcf2a501,https://github.com/pandas-dev/pandas/issues/1455,https://github.com/pandas-dev/pandas,2,203,8,0,2,5,0,7,0,22,Y,Y,Swallowing Exceptions,Y,Swallowing Exceptions,N,
2,391,ray,694f57fe05b2bbff57ccd20ab9bf7101ea03ebb9,https://github.com/ray-project/ray/issues/23865,https://github.com/ray-project/ray,2,60,1,5,0,0,0,0,0,6,N,N,,N,,,
2,79,ansible,b3cf1e39bb7dc32a69ddcf0dc4cec3ceb99e26e7,https://github.com/ansible/ansible/issues/31872,https://github.com/ansible/ansible,1,28,3,8,0,1,0,1,0,13,N,N,,N,,,
2,35,ansible,4cbbed0b3707d659b882a825632c81fdc493def1,https://github.com/ansible/ansible/issues/21574,https://github.com/ansible/ansible,2,18,1,0,0,1,0,0,0,2,Y,Y,Bare Raise Block,Y,Bare Raise Block,N,
2,455,sqlmap,0a74ae736f23fec6022a223f806a80802e37abef,https://github.com/sqlmapproject/sqlmap/issues/788,https://github.com/sqlmapproject/sqlmap,1,175,11,1,0,10,0,1,0,23,Y,Y,Bare Raise Block,Y,Bare Raise Block,N,
2,277,openbbterminal,3e792d75de779053913364041dc14a290ab1e439,https://github.com/openbb-finance/openbbterminal/issues/3238,https://github.com/openbb-finance/openbbterminal,2,12,0,1,0,0,0,0,0,1,N,N,,N,,,
2,313,pandas,8b50d8c854196e3025c9a881cafeedc5f509aaef,https://github.com/pandas-dev/pandas/issues/13613,https://github.com/pandas-dev/pandas,3,90,0,0,0,1,0,0,0,1,Y,Y,Bare Raise Block,N,,N,
2,466,sqlmap,d421f9a61833487ab9a34a2419b993479f1ad8e6,https://github.com/sqlmapproject/sqlmap/issues/157,https://github.com/sqlmapproject/sqlmap,2,181,13,3,1,11,0,0,0,28,Y,Y,Too Broad Except,Y,Too Broad Except,N,
2,265,numpy,76f1edbe09f45e701544498aad2251215aa51c97,https://github.com/numpy/numpy/issues/20150,https://github.com/numpy/numpy,2,321,2,1,0,0,0,0,0,3,Y,Y,Bare Raise Block,Y,Bare Raise Block,N,
2,485,youtube-dl,b3f0e5304807862ce72c136da90b860df805ee5c,https://github.com/ytdl-org/youtube-dl/issues/1277,https://github.com/ytdl-org/youtube-dl,1,25,0,1,0,0,0,1,0,2,N,N,,N,,,
2,166,gamestonkterminal,7480c5efe01dd800fe466e648786a9c16efb90e5,https://github.com/gamestonkterminal/gamestonkterminal/issues/3582,https://github.com/gamestonkterminal/gamestonkterminal,5,89,0,1,0,0,0,5,0,6,Y,Y,Bare Raise Block,N,,N,
2,25,ansible,39945b85707490dbd9eb814641991277be1f7e2e,https://github.com/ansible/ansible/issues/57038,https://github.com/ansible/ansible,2,33,0,4,1,0,0,0,0,5,Y,Y,Bare Raise Block,Y,Bare Raise Block,N,
2,268,numpy,87c126d794ac01d6a874ce345ab7d31f08ff1964,https://github.com/numpy/numpy/issues/13200,https://github.com/numpy/numpy,1,43,3,1,1,0,0,0,0,5,Y,Y,Swallowing Exceptions,Y,Swallowing Exceptions,N,
2,250,numba,0e2a6961c5e96c518ed4f3fc3114140f59b15728,https://github.com/numba/numba/issues/8105,https://github.com/numba/numba,8,449,6,2,0,0,0,0,0,8,Y,Y,Bare Raise Block,N,,N,
2,135,crackmapexec,a3046f657b08b8fc125da9be36d3d6a7fff1c1b8,https://github.com/porchetta-industries/crackmapexec/issues/4,https://github.com/porchetta-industries/crackmapexec,1,2,0,1,0,1,0,0,0,2,Y,Y,Swallowing Exceptions,N,,N,
2,453,spyder,f059f2ad524b367aa6f2a723c4c8df7a31e2ef1e,https://github.com/spyder-ide/spyder/issues/812,https://github.com/spyder-ide/spyder,48,1247,23,17,2,12,0,1,2,57,N,N,,N,,,
2,345,psutil,83814dd0dd961b59ce4ea493c7c2c2c72083f30a,https://github.com/giampaolo/psutil/issues/438,https://github.com/giampaolo/psutil,3,130,11,0,1,1,0,0,0,13,N,N,,N,,,
2,273,octoprint,e1a25a8913638f2f1962ede19cf36ba30bff24f9,https://github.com/octoprint/octoprint/issues/3396,https://github.com/octoprint/octoprint,1,61,1,10,0,0,0,0,0,11,Y,Y,Too Broad Except,N,,N,
2,200,lbry-sdk,1a0d805bad7bc81384b489863c39243b9b439e7f,https://github.com/lbryio/lbry-sdk/issues/2720,https://github.com/lbryio/lbry-sdk,2,74,1,1,0,0,0,0,0,2,N,N,,N,,,
2,10,ansible,16d23e96c55c753c8643798072cf4502754fedbb,https://github.com/ansible/ansible/issues/26052,https://github.com/ansible/ansible,1,22,2,20,0,0,0,1,0,23,Y,N,,Y,Too Broad Except,N,
2,431,spyder,1b8a6b4f35081096ec6b4bcadd4cdd858c81b137,https://github.com/spyder-ide/spyder/issues/2,https://github.com/spyder-ide/spyder,1,31,0,0,0,1,0,0,0,1,Y,N,,Y,Too Broad Except,N,
2,242,netbox,fce61295c9336fb8c82796d8a0d9571521b22146,https://github.com/netbox-community/netbox/issues/5301,https://github.com/netbox-community/netbox,3,40,2,0,0,0,0,0,0,2,N,N,,N,,,
2,397,robotframework,933ef3142a3f57e9561c77b2f87c29406b3886c4,https://github.com/robotframework/robotframework/issues/3965,https://github.com/robotframework/robotframework,1,25,0,0,0,1,0,0,0,1,N,N,,N,,,
2,296,pandas,169a56a33fb7f4fad447e70869599a99832eeee5,https://github.com/pandas-dev/pandas/issues/25308,https://github.com/pandas-dev/pandas,3,122,2,14,2,0,0,0,0,18,Y,Y,Swallowing Exceptions,N,,N,
2,97,ansible,db786b846f347b2dbadf1794346e6949767788b9,https://github.com/ansible/ansible/issues/39472,https://github.com/ansible/ansible,1,35,3,5,1,0,0,1,0,10,N,N,,N,,,
2,119,awx,e84a629ada1d1340dfc51159ae3f56516984334e,https://github.com/ansible/awx/issues/10788,https://github.com/ansible/awx,5,37,3,12,1,0,0,3,0,19,Y,Y,Too Broad Except,Y,Too Broad Except,N,
2,73,ansible,a28eb94f1a37d0293e05e289b95835ea47832e73,https://github.com/ansible/ansible/issues/33621,https://github.com/ansible/ansible,1,27,2,9,0,0,0,0,0,11,N,N,,N,,,
2,432,spyder,1d42643b01ca01f93f2e1f2aed892838ba0d277f,https://github.com/spyder-ide/spyder/issues/9327,https://github.com/spyder-ide/spyder,6,363,8,2,0,0,0,0,0,10,N,N,,N,,,
2,201,lbry-sdk,2e921437d87fb5b004e606172ce21472de0e98a8,https://github.com/lbryio/lbry-sdk/issues/1561,https://github.com/lbryio/lbry-sdk,1,25,1,2,0,0,0,1,0,4,Y,Y,"Too Broad Except, Swallowing Exceptions",Y,"Too Broad Except, Swallowing Exceptions",N,
2,21,ansible,2b7f4395d6919d57ea012a6631861ca99eb01497,https://github.com/ansible/ansible/issues/15467,https://github.com/ansible/ansible,1,18,1,2,0,0,0,0,0,3,Y,Y,Too Broad Except,N,,N,"Aqui o código estava bom, e foi adicionado o antipattern."
2,145,django-cms,d65426f9fa2cf4dfabab33ba4aac55bb339dc43d,https://github.com/django-cms/django-cms/issues/3935,https://github.com/django-cms/django-cms,2,69,2,0,0,0,0,0,0,2,N,N,,N,,,
2,429,spyder,0319ed1c22b4bed1deadcc64a0318abbcffd0aa4,https://github.com/spyder-ide/spyder/issues/1043,https://github.com/spyder-ide/spyder,2,32,2,0,0,0,0,0,0,2,N,N,,N,,,
2,343,psutil,6bb5a30dbf8335db8d9b8c4e81d652f055deea6a,https://github.com/giampaolo/psutil/issues/1536,https://github.com/giampaolo/psutil,1,52,1,0,0,0,0,0,0,1,Y,N,,Y,Bare Raise Block,Y,
2,258,numba,bb7049ccaadafe2cd1c1cb73feb0dcd88ba640c1,https://github.com/numba/numba/issues/7730,https://github.com/numba/numba,3,107,1,1,0,0,0,0,0,2,N,N,,N,,,
2,399,robotframework,af92ca7269cf5edbff9078d0ac4a927782a46a3d,https://github.com/robotframework/robotframework/issues/4116,https://github.com/robotframework/robotframework,1,171,2,0,2,6,0,0,0,10,Y,Y,Bare Raise Block,Y,Bare Raise Block,N,
2,216,loguru,285f7b7464134b963adea4e24a77324fcac41bbf,https://github.com/delgan/loguru/issues/237,https://github.com/delgan/loguru,2,47,0,0,0,0,0,1,0,1,Y,Y,Bare Raise Block,N,,N,
2,9,ansible,16bd93a14eb1b6f3b8292e33c62c9e8383e7bdb4,https://github.com/ansible/ansible/issues/25882,https://github.com/ansible/ansible,2,38,6,6,0,0,0,0,0,12,Y,Y,Too Broad Except,N,,N,
2,289,openbbterminal,b939fbd9b8c68ab207d0a9959ef637bfb32d3643,https://github.com/openbb-finance/openbbterminal/issues/1317,https://github.com/openbb-finance/openbbterminal,7,66,1,1,0,0,0,0,0,2,Y,Y,Too Broad Except,N,,N,
2,428,spyder,02b2057f60ed42f8d5f2ea7d052df23a61bfc59d,https://github.com/spyder-ide/spyder/issues/2015,https://github.com/spyder-ide/spyder,1,24,3,0,0,0,0,0,0,3,N,N,,N,,,
1,263,numpy,2ee7c72e56b5ef16f3838f86de8ad0d435b9b4e0,https://github.com/numpy/numpy/issues/10779,https://github.com/numpy/numpy,2,305,9,3,0,0,0,2,0,14,Y,N,,Y,Broad exception caught,,foi removida a linha com antipattern Broad exception caught
1,474,sympy,6f18ddb0550072a2ceb2ee147541bb3a1c24a97e,https://github.com/sympy/sympy/issues/4128,https://github.com/sympy/sympy,2,160,4,0,0,0,0,0,0,4,N,N,,N,,,
1,486,zulip,8c4651d716e59f754a1e22956625cabc68d07757,https://github.com/zulip/zulip/issues/7396,https://github.com/zulip/zulip,1,209,3,1,0,0,0,1,0,5,Y,N,,Y,Broad exception caught,,foi removida a linha com antipattern Broad exception caught
1,30,ansible,457bccf540bb8a1ed29eee769b85f825904c9527,https://github.com/ansible/ansible/issues/38708,https://github.com/ansible/ansible,2,10,0,1,0,0,0,0,0,1,Y,Y,Broad exception caught,N,,,foi adicionado o antipattern Broad exception caught
1,418,scikit-learn,5fc5c6e62e163a20b890b64cb1efa8ed151bbc18,https://github.com/scikit-learn/scikit-learn/issues/11295,https://github.com/scikit-learn/scikit-learn,2,95,0,1,0,0,0,0,0,1,Y,N,,Y,Broad exception caught,,foi removida a linha com antipattern Broad exception caught
1,350,psutil,ef3464d58f417bf97e5f0be4c8e7c2cac862f4ec,https://github.com/giampaolo/psutil/issues/313,https://github.com/giampaolo/psutil,1,50,0,0,0,1,0,0,0,1,N,N,,N,,,
1,53,ansible,7864df8cb9e3250bcd0d4471d4e37f632d49a93e,https://github.com/ansible/ansible/issues/48394,https://github.com/ansible/ansible,4,26,3,1,0,0,0,0,0,4,Y,N,,Y,"too-many-nested-blocks,Broad exception caught",,foi removida a linha com antipattern too-many-nested-blocks
1,11,ansible,1c632af2c915bb757cffc5cd01a2aac59e5c810a,https://github.com/ansible/ansible/issues/5468,https://github.com/ansible/ansible,1,9,0,0,0,2,0,0,0,2,N,N,,N,,,
1,336,pipenv,15c0ce0b3b7719055ef0fba54cbc540e5fd22dc5,https://github.com/pypa/pipenv/issues/4588,https://github.com/pypa/pipenv,11,302,16,2,1,0,0,0,0,19,Y,N,,Y,Broad exception caught,,foi removida a linha com antipattern Broad exception caught
1,143,discord.py,6f3bd7c0e6b4a4984290b4cbd5ce4a63c695c2f3,https://github.com/rapptz/discord.py/issues/250,https://github.com/rapptz/discord.py,1,89,10,2,0,2,0,0,0,14,Y,N,,Y,"Bare except,Broad exception caught",,foi removida a linha com antipattern Bare except
1,101,ansible,eb69eb4108cf39f83a4cb8eca2b589e237a5c650,https://github.com/ansible/ansible/issues/10435,https://github.com/ansible/ansible,3,22,0,0,0,3,0,0,0,3,N,N,,N,,,
1,57,ansible,7a0a21ea7aa0d69bc6eb89967da47df85dca6a8d,https://github.com/ansible/ansible/issues/59071,https://github.com/ansible/ansible,1,10,1,1,0,0,0,0,0,2,Y,N,,Y,Broad exception caught,,foi removida a linha com antipattern Broad exception caught
1,387,qutebrowser,5b8e0d8d800ade0a8991beae1810a0c1f6aaee66,https://github.com/qutebrowser/qutebrowser/issues/4059,https://github.com/qutebrowser/qutebrowser,2,4,1,0,0,0,0,0,0,1,N,N,,N,,,
1,170,gamestonkterminal,b939fbd9b8c68ab207d0a9959ef637bfb32d3643,https://github.com/gamestonkterminal/gamestonkterminal/issues/1317,https://github.com/gamestonkterminal/gamestonkterminal,7,66,1,1,0,0,0,0,0,2,N,N,,N,,,
1,338,plotly.py,ecb635a171ba494f64713804979804aa9c1c0ea0,https://github.com/plotly/plotly.py/issues/2445,https://github.com/plotly/plotly.py,6,12,0,2,0,0,0,0,0,2,Y,Y,Broad exception caught,N,,,foi adicionado o antipattern Broad exception caught
1,473,streamlink,f0263107faf3abd36ff327bf3cd961ba6f4e781a,https://github.com/streamlink/streamlink/issues/561,https://github.com/streamlink/streamlink,3,23,1,0,0,0,0,0,0,1,N,N,,N,,,
1,316,pandas,965b8649141a7ee0cdaadcf2d14bd84965456f93,https://github.com/pandas-dev/pandas/issues/1460,https://github.com/pandas-dev/pandas,3,46,0,0,0,0,0,3,0,3,N,N,,N,,,
1,20,ansible,2884ff3932ce913b6f036a9f914e126daef91ff1,https://github.com/ansible/ansible/issues/13455,https://github.com/ansible/ansible,1,1,0,0,0,1,0,0,0,1,Y,Y,Bare except,N,,,foi adicionado o antipattern Bare except
1,355,pyro,e20a65c3bb2722bc44c711c79039521dd00ca531,https://github.com/pyro-ppl/pyro/issues/3229,https://github.com/pyro-ppl/pyro,4,60,1,0,0,0,0,0,0,1,N,N,,N,,,
1,344,psutil,7e35546f6cd7365dc3a22547fdca8b4dc78997fb,https://github.com/giampaolo/psutil/issues/416,https://github.com/giampaolo/psutil,4,240,29,2,1,0,3,0,0,35,Y,N,,Y,"too-many-nested-blocks,Broad exception caught,Bare raise block",,foi removida a linha com antipattern too-many-nested-blocks
1,356,pyro,e3f0adf2951d2040a61a1a93aa64973bdb64e148,https://github.com/pyro-ppl/pyro/issues/828,https://github.com/pyro-ppl/pyro,14,155,1,0,0,0,0,0,0,1,Y,N,,Y,Broad exception caught,,foi removida a linha com antipattern Broad exception caught
1,133,click,807c5df0b9528d387ff48f0e593907760b2ad6ce,https://github.com/pallets/click/issues/362,https://github.com/pallets/click,2,34,3,3,1,0,0,0,0,7,Y,N,,Y,Broad exception caught,,foi removida a linha com antipattern Broad exception caught
1,66,ansible,8b08a28c895666b9fc673e5bf26bd91b2be77fe6,https://github.com/ansible/ansible/issues/13981,https://github.com/ansible/ansible,1,88,3,7,3,5,1,2,0,21,Y,N,,Y,"too-many-nested-blocks,Bare except,Broad exception caught,Bare raise block",,foi removida a linha com antipattern Broad exception caught
1,204,lbry-sdk,bb2efdcc7c38a26cd219e8866000e4857b2bffc1,https://github.com/lbryio/lbry-sdk/issues/623,https://github.com/lbryio/lbry-sdk,1,130,1,6,0,0,0,30,0,37,N,N,,N,,,
1,249,nltk,801724298ea3e6d9c82aef5c74b2080a1358da42,https://github.com/nltk/nltk/issues/2314,https://github.com/nltk/nltk,2,134,10,0,0,1,0,0,0,11,N,N,,N,,,
1,315,pandas,96596026ab22b1bbbaa3e956f1b680a3893b9d04,https://github.com/pandas-dev/pandas/issues/7448,https://github.com/pandas-dev/pandas,2,88,0,5,1,7,0,0,0,13,Y,Y,Bare except,Y,"Bare except,Broad exception caught",,foi removida a linha com antipattern Broad exception caught
1,5,ansible,0b64408f5a2d2135afcb68988c51a3dd50e0124f,https://github.com/ansible/ansible/issues/5531,https://github.com/ansible/ansible,2,9,0,0,0,3,0,0,0,3,N,N,,N,,,
1,457,sqlmap,44a46d2b10d7c2bbfaef39411bc165b3ed525c11,https://github.com/sqlmapproject/sqlmap/issues/409,https://github.com/sqlmapproject/sqlmap,1,174,8,1,0,10,0,0,0,19,N,N,,N,,,
1,74,ansible,a9fcd1d197037387ccefec714b317e8034b396b1,https://github.com/ansible/ansible/issues/58564,https://github.com/ansible/ansible,1,101,5,12,3,0,0,2,0,22,Y,N,,Y,"too-many-nested-blocks,Broad exception caught",,foi removida a linha com antipattern Broad exception caught
1,295,pandas,12fd316de829b994d6e3d1fc14c59d8e8bf34500,https://github.com/pandas-dev/pandas/issues/25616,https://github.com/pandas-dev/pandas,2,103,8,3,0,0,0,0,0,11,Y,N,,Y,Broad exception caught,,foi removida a linha com antipattern Broad exception caught
1,173,gamestonkterminal,cca41d4f085dfc64b6cf88aa46f893960836bd0b,https://github.com/gamestonkterminal/gamestonkterminal/issues/3474,https://github.com/gamestonkterminal/gamestonkterminal,8,65,1,1,0,0,0,0,0,2,N,N,,N,,,
1,14,ansible,212340bf0c237fc86cbaf27690d53e27d5a201ad,https://github.com/ansible/ansible/issues/33493,https://github.com/ansible/ansible,4,39,10,10,0,0,0,0,0,20,Y,N,,Y,Broad exception caught,,foi removida a linha com antipattern Broad exception caught
1,293,pandas,07a573561422c83441b0e4023a73421d495d89f1,https://github.com/pandas-dev/pandas/issues/9167,https://github.com/pandas-dev/pandas,2,99,1,0,0,1,0,0,0,2,Y,Y,Bare except,Y,"too-many-nested-blocks,Bare except",,foi adicionado o antipattern Bare except
1,346,psutil,b90e38810c11d44ff6a0cba0603946625fdf7958,https://github.com/giampaolo/psutil/issues/63,https://github.com/giampaolo/psutil,4,113,0,0,1,0,0,0,0,1,Y,Y,too-many-nested-blocks,N,,,foi adicionado o antipattern too-many-nested-blocks
1,364,pytest,cf97159009723be555aaa724df18f6f38a417bd2,https://github.com/pytest-dev/pytest/issues/128,https://github.com/pytest-dev/pytest,29,1180,20,22,3,13,0,0,0,58,Y,N,,Y,"too-many-nested-blocks,Bare except,Broad exception caught",,foi removida a linha com antipattern Bare except
1,85,ansible,c3fb4c837b473a8480c1512df6a8d5c8bab7eda1,https://github.com/ansible/ansible/issues/21154,https://github.com/ansible/ansible,1,1,1,0,0,0,0,0,0,1,N,N,,N,,,
1,179,graphene,19ebf08339263f0446235ddffbbab0e6d3f11699,https://github.com/graphql-python/graphene/issues/1394,https://github.com/graphql-python/graphene,6,76,0,1,0,0,0,3,0,4,N,N,,N,,,
1,15,ansible,26b9c81a8e4b088f20e01c0cfdfe855de9f91832,https://github.com/ansible/ansible/issues/60046,https://github.com/ansible/ansible,14,191,18,36,2,0,0,2,0,58,Y,Y,Broad exception caught,Y,"too-many-nested-blocks,Broad exception caught",,foi removida a linha com antipattern Broad exception caught
1,458,sqlmap,5437f8bf366c172be29bc856acc934593722aaae,https://github.com/sqlmapproject/sqlmap/issues/85,https://github.com/sqlmapproject/sqlmap,1,9,3,1,0,0,0,1,0,5,N,N,,N,,,
1,182,horovod,7e36ce4255a734e955e8ce9b229c74d5807b5620,https://github.com/horovod/horovod/issues/2674,https://github.com/horovod/horovod,2,43,0,0,0,1,0,0,0,1,Y,N,,Y,Bare except,,foi removida a linha com antipattern Bare except
1,347,psutil,bcfdbdcd170eaff681890631222132294efc6782,https://github.com/giampaolo/psutil/issues/3,https://github.com/giampaolo/psutil,3,275,32,1,0,0,3,0,0,36,Y,N,,Y,"too-many-nested-blocks,Broad exception caught,Bare raise block",,foi removida a linha com antipattern too-many-nested-blocks
1,8,ansible,1679d836378f64b2b03d84180a1df65ebdbaea5b,https://github.com/ansible/ansible/issues/5131,https://github.com/ansible/ansible,1,15,0,1,1,3,0,0,0,5,N,N,,N,,,
1,378,pytorch-lightning,7f4ef6d135b8b824d23be9fe2ab21f184b12ea9b,https://github.com/pytorchlightning/pytorch-lightning/issues/7889,https://github.com/pytorchlightning/pytorch-lightning,2,33,0,1,0,0,0,0,0,1,N,N,,N,,,
1,131,chalice,5f640d5ca75b60a97bdff4a79de2edb5404e8c70,https://github.com/aws/chalice/issues/565,https://github.com/aws/chalice,5,297,1,0,0,0,0,0,0,1,N,N,,N,,,
1,264,numpy,35097048522b8b0da12b49639fdfc2d96ae81666,https://github.com/numpy/numpy/issues/7549,https://github.com/numpy/numpy,1,12,3,0,0,3,0,0,0,6,Y,N,,Y,Bare except,,foi removida a linha com antipattern Bare except
1,81,ansible,c0326aea2f40e25a0d22434c581cbe9d60dd53b3,https://github.com/ansible/ansible/issues/44922,https://github.com/ansible/ansible,11,57,5,0,0,0,0,0,0,5,N,N,,N,,,
1,433,spyder,1e0a2bab73d4dca744e4022199ad4c1a5a7e0d34,https://github.com/spyder-ide/spyder/issues/2491,https://github.com/spyder-ide/spyder,1,32,0,0,0,2,0,0,0,2,Y,Y,Bare except,Y,Bare except,,foi removida a linha com antipattern Bare except
1,217,loguru,9e430cf8dbaf737b894e63a69acad748ddfba866,https://github.com/delgan/loguru/issues/62,https://github.com/delgan/loguru,5,70,0,1,0,0,0,0,0,1,Y,N,,Y,Broad exception caught,,foi removida a linha com antipattern Broad exception caught
1,84,ansible,c24c19594e4c4cddfda3226d49f8eeabacb18162,https://github.com/ansible/ansible/issues/47219,https://github.com/ansible/ansible,7,146,7,15,0,0,0,3,0,25,Y,N,,Y,"Bare except,Broad exception caught",,foi removida a linha com antipattern Broad exception caught
